Timestamp, Person#, AnkleLeft_X, AnkleLeft_Y, AnkleLeft_Z, AnkleRight_X, AnkleRight_Y, AnkleRight_Z, ElbowLeft_X, ElbowLeft_Y, ElbowLeft_Z, ElbowRight_X, ElbowRight_Y, ElbowRight_Z, FootLeft_X, FootLeft_Y, FootLeft_Z, FootRight_X, FootRight_Y, FootRight_Z, HandLeft_X, HandLeft_Y, HandLeft_Z, HandRight_X, HandRight_Y, HandRight_Z, HandTipLeft_X, HandTipLeft_Y, HandTipLeft_Z, HandTipRight_X, HandTipRight_Y, HandTipRight_Z, Head_X, Head_Y, Head_Z, HipLeft_X, HipLeft_Y, HipLeft_Z, HipRight_X, HipRight_Y, HipRight_Z, KneeLeft_X, KneeLeft_Y, KneeLeft_Z, KneeRight_X, KneeRight_Y, KneeRight_Z, Neck_X, Neck_Y, Neck_Z, ShoulderLeft_X, ShoulderLeft_Y, ShoulderLeft_Z, ShoulderRight_X, ShoulderRight_Y, ShoulderRight_Z, SpineBase_X, SpineBase_Y, SpineBase_Z, SpineMid_X, SpineMid_Y, SpineMid_Z, SpineShoulder_X, SpineShoulder_Y, SpineShoulder_Z, ThumbLeft_X, ThumbLeft_Y, ThumbLeft_Z, ThumbRight_X, ThumbRight_Y, ThumbRight_Z, WristLeft_X, WristLeft_Y, WristLeft_Z, WristRight_X, WristRight_Y, WristRight_Z
635580175451750826, 0, -0.09036267, -0.8059004, 1.997474, 0.0307117, -0.831894, 1.860656, -0.2429276, 0.08614866, 1.79328, 0.08874972, 0.02226104, 1.551996, -0.1261, -0.874886, 1.999378, -0.01735198, -0.8671488, 1.790257, -0.2639227, -0.1745005, 1.788409, 0.03563422, -0.1754083, 1.577841, -0.2549407, -0.2347586, 1.790034, 0.004797332, -0.2399527, 1.592118, -0.1280429, 0.4925302, 1.571986, -0.1552514, -0.1372143, 1.7515, -0.07170326, -0.1441049, 1.673655, -0.137246, -0.489356, 1.885786, -0.002205931, -0.5062207, 1.770781, -0.07102706, 0.3804374, 1.602726, -0.2030636, 0.2910919, 1.732107, 0.03509697, 0.2526499, 1.545299, -0.1154278, -0.1430473, 1.741646, -0.09320293, 0.1230359, 1.677566, -0.07658434, 0.3173833, 1.623258, -0.2349241, -0.1646842, 1.74889, 0.002342008, -0.1605009, 1.550762, -0.2589528, -0.12826, 1.79545, 0.05192758, -0.1449242, 1.567376
635580175451970989, 0, -0.09036267, -0.8059004, 1.997474, 0.0307117, -0.831894, 1.860656, -0.2429276, 0.08614866, 1.79328, 0.08874972, 0.02226104, 1.551996, -0.1261, -0.874886, 1.999378, -0.01735198, -0.8671488, 1.790257, -0.2639227, -0.1745005, 1.788409, 0.03563422, -0.1754083, 1.577841, -0.2549407, -0.2347586, 1.790034, 0.004797332, -0.2399527, 1.592118, -0.1280429, 0.4925302, 1.571986, -0.1552514, -0.1372143, 1.7515, -0.07170326, -0.1441049, 1.673655, -0.137246, -0.489356, 1.885786, -0.002205931, -0.5062207, 1.770781, -0.07102706, 0.3804374, 1.602726, -0.2030636, 0.2910919, 1.732107, 0.03509697, 0.2526499, 1.545299, -0.1154278, -0.1430473, 1.741646, -0.09320293, 0.1230359, 1.677566, -0.07658434, 0.3173833, 1.623258, -0.2349241, -0.1646842, 1.74889, 0.002342008, -0.1605009, 1.550762, -0.2589528, -0.12826, 1.79545, 0.05192758, -0.1449242, 1.567376
635580175452091067, 0, -0.09058271, -0.805908, 1.998187, 0.03052907, -0.8318353, 1.860822, -0.244566, 0.0805663, 1.794313, 0.08780842, 0.02260236, 1.552481, -0.1251551, -0.875551, 1.999707, -0.01752986, -0.8670966, 1.790437, -0.2648589, -0.173448, 1.789863, 0.03987165, -0.1594041, 1.575249, -0.2529569, -0.2352189, 1.781837, 0.009108417, -0.2299457, 1.590339, -0.1300024, 0.4927887, 1.572979, -0.1566615, -0.137279, 1.752304, -0.07307594, -0.1439605, 1.674574, -0.1381972, -0.4895583, 1.886272, -0.002553567, -0.5061835, 1.770929, -0.07290246, 0.3805596, 1.603508, -0.2067558, 0.2899745, 1.734866, 0.03342783, 0.252984, 1.546222, -0.1168464, -0.1430053, 1.742512, -0.09486666, 0.1231133, 1.678404, -0.07841083, 0.3174936, 1.624056, -0.2394413, -0.1596244, 1.751368, 0.005874343, -0.137222, 1.549477, -0.2645676, -0.1285223, 1.799893, 0.05095617, -0.14471, 1.567584
635580175452311233, 0, -0.09058271, -0.805908, 1.998187, 0.03052907, -0.8318353, 1.860822, -0.244566, 0.0805663, 1.794313, 0.08780842, 0.02260236, 1.552481, -0.1251551, -0.875551, 1.999707, -0.01752986, -0.8670966, 1.790437, -0.2648589, -0.173448, 1.789863, 0.03987165, -0.1594041, 1.575249, -0.2529569, -0.2352189, 1.781837, 0.009108417, -0.2299457, 1.590339, -0.1300024, 0.4927887, 1.572979, -0.1566615, -0.137279, 1.752304, -0.07307594, -0.1439605, 1.674574, -0.1381972, -0.4895583, 1.886272, -0.002553567, -0.5061835, 1.770929, -0.07290246, 0.3805596, 1.603508, -0.2067558, 0.2899745, 1.734866, 0.03342783, 0.252984, 1.546222, -0.1168464, -0.1430053, 1.742512, -0.09486666, 0.1231133, 1.678404, -0.07841083, 0.3174936, 1.624056, -0.2394413, -0.1596244, 1.751368, 0.005874343, -0.137222, 1.549477, -0.2645676, -0.1285223, 1.799893, 0.05095617, -0.14471, 1.567584
635580175452461331, 0, -0.09051985, -0.8060018, 1.998395, 0.03058054, -0.8317322, 1.860806, -0.2461682, 0.07831268, 1.795513, 0.08591734, 0.02298082, 1.553141, -0.1252419, -0.8758129, 1.999206, -0.01734896, -0.8670368, 1.790338, -0.2672198, -0.1723136, 1.790151, 0.03796175, -0.1602095, 1.575706, -0.2566395, -0.2340159, 1.789316, 0.00695391, -0.2304547, 1.591338, -0.1323079, 0.4933164, 1.573667, -0.1580556, -0.1372586, 1.753132, -0.07426367, -0.1438144, 1.675198, -0.1391933, -0.4897228, 1.886694, -0.002911754, -0.5060811, 1.771038, -0.07474472, 0.3810987, 1.603927, -0.2088467, 0.2897671, 1.735145, 0.03130241, 0.2534745, 1.547264, -0.1181604, -0.1429154, 1.743239, -0.0964335, 0.1234112, 1.678989, -0.08018313, 0.3179694, 1.624519, -0.2421834, -0.1618724, 1.75368, -0.00288368, -0.1652448, 1.553368, -0.2657772, -0.1283181, 1.800542, 0.04963718, -0.1446176, 1.567787
635580175452641466, 0, -0.09051985, -0.8060018, 1.998395, 0.03058054, -0.8317322, 1.860806, -0.2461682, 0.07831268, 1.795513, 0.08591734, 0.02298082, 1.553141, -0.1252419, -0.8758129, 1.999206, -0.01734896, -0.8670368, 1.790338, -0.2672198, -0.1723136, 1.790151, 0.03796175, -0.1602095, 1.575706, -0.2566395, -0.2340159, 1.789316, 0.00695391, -0.2304547, 1.591338, -0.1323079, 0.4933164, 1.573667, -0.1580556, -0.1372586, 1.753132, -0.07426367, -0.1438144, 1.675198, -0.1391933, -0.4897228, 1.886694, -0.002911754, -0.5060811, 1.771038, -0.07474472, 0.3810987, 1.603927, -0.2088467, 0.2897671, 1.735145, 0.03130241, 0.2534745, 1.547264, -0.1181604, -0.1429154, 1.743239, -0.0964335, 0.1234112, 1.678989, -0.08018313, 0.3179694, 1.624519, -0.2421834, -0.1618724, 1.75368, -0.00288368, -0.1652448, 1.553368, -0.2657772, -0.1283181, 1.800542, 0.04963718, -0.1446176, 1.567787
635580175452841597, 0, -0.09133066, -0.805944, 1.998535, 0.03132534, -0.8314167, 1.861075, -0.2479284, 0.07645543, 1.796613, 0.08429527, 0.02302396, 1.554047, -0.1292701, -0.8751975, 1.996396, -0.01650642, -0.8667577, 1.790518, -0.2500816, -0.2213417, 1.781626, 0.03725995, -0.160732, 1.576407, -0.2381987, -0.2877904, 1.774303, 0.005652249, -0.2271284, 1.588125, -0.1342307, 0.4936321, 1.574284, -0.1591411, -0.1371179, 1.75348, -0.0753053, -0.1436565, 1.675491, -0.140001, -0.4896034, 1.886984, -0.00426127, -0.5058877, 1.771605, -0.07644846, 0.3815722, 1.604636, -0.210918, 0.2896496, 1.735771, 0.0298219, 0.2536833, 1.548134, -0.1192455, -0.1427626, 1.743562, -0.09783728, 0.1237151, 1.679492, -0.08181539, 0.3183995, 1.625175, -0.2199702, -0.2221907, 1.735929, 0.001912169, -0.1482332, 1.553073, -0.2516016, -0.1576226, 1.781279, 0.04873043, -0.1449144, 1.568051
635580175452971687, 0, -0.09133066, -0.805944, 1.998535, 0.03132534, -0.8314167, 1.861075, -0.2479284, 0.07645543, 1.796613, 0.08429527, 0.02302396, 1.554047, -0.1292701, -0.8751975, 1.996396, -0.01650642, -0.8667577, 1.790518, -0.2500816, -0.2213417, 1.781626, 0.03725995, -0.160732, 1.576407, -0.2381987, -0.2877904, 1.774303, 0.005652249, -0.2271284, 1.588125, -0.1342307, 0.4936321, 1.574284, -0.1591411, -0.1371179, 1.75348, -0.0753053, -0.1436565, 1.675491, -0.140001, -0.4896034, 1.886984, -0.00426127, -0.5058877, 1.771605, -0.07644846, 0.3815722, 1.604636, -0.210918, 0.2896496, 1.735771, 0.0298219, 0.2536833, 1.548134, -0.1192455, -0.1427626, 1.743562, -0.09783728, 0.1237151, 1.679492, -0.08181539, 0.3183995, 1.625175, -0.2199702, -0.2221907, 1.735929, 0.001912169, -0.1482332, 1.553073, -0.2516016, -0.1576226, 1.781279, 0.04873043, -0.1449144, 1.568051
635580175453201855, 0, -0.09125897, -0.8055128, 1.998542, 0.02990618, -0.8318363, 1.859608, -0.2486782, 0.0747302, 1.796741, 0.08366719, 0.02325346, 1.554142, -0.1292108, -0.8748575, 1.996063, -0.01791957, -0.8671578, 1.789077, -0.2742603, -0.1671132, 1.796128, 0.03666538, -0.1604185, 1.575552, -0.2578593, -0.2311701, 1.787837, 0.003601037, -0.2301062, 1.587134, -0.1358288, 0.493742, 1.574678, -0.1601317, -0.1366647, 1.753753, -0.07636346, -0.1435913, 1.675482, -0.1406119, -0.4892514, 1.887041, -0.005508415, -0.5056555, 1.772154, -0.07782355, 0.3817358, 1.604968, -0.2117911, 0.2898923, 1.735963, 0.02867082, 0.2538065, 1.548425, -0.1202643, -0.1425078, 1.74369, -0.09905159, 0.1239351, 1.67972, -0.08315448, 0.318579, 1.62548, -0.2517633, -0.1606613, 1.75569, 0.0008990988, -0.1486986, 1.551761, -0.2890826, -0.1266586, 1.825266, 0.04752633, -0.1445598, 1.568177
635580175453291917, 0, -0.09125897, -0.8055128, 1.998542, 0.02990618, -0.8318363, 1.859608, -0.2486782, 0.0747302, 1.796741, 0.08366719, 0.02325346, 1.554142, -0.1292108, -0.8748575, 1.996063, -0.01791957, -0.8671578, 1.789077, -0.2742603, -0.1671132, 1.796128, 0.03666538, -0.1604185, 1.575552, -0.2578593, -0.2311701, 1.787837, 0.003601037, -0.2301062, 1.587134, -0.1358288, 0.493742, 1.574678, -0.1601317, -0.1366647, 1.753753, -0.07636346, -0.1435913, 1.675482, -0.1406119, -0.4892514, 1.887041, -0.005508415, -0.5056555, 1.772154, -0.07782355, 0.3817358, 1.604968, -0.2117911, 0.2898923, 1.735963, 0.02867082, 0.2538065, 1.548425, -0.1202643, -0.1425078, 1.74369, -0.09905159, 0.1239351, 1.67972, -0.08315448, 0.318579, 1.62548, -0.2517633, -0.1606613, 1.75569, 0.0008990988, -0.1486986, 1.551761, -0.2890826, -0.1266586, 1.825266, 0.04752633, -0.1445598, 1.568177
635580175453542096, 0, -0.09125897, -0.8055128, 1.998542, 0.02990618, -0.8318363, 1.859608, -0.2486782, 0.0747302, 1.796741, 0.08366719, 0.02325346, 1.554142, -0.1292108, -0.8748575, 1.996063, -0.01791957, -0.8671578, 1.789077, -0.2742603, -0.1671132, 1.796128, 0.03666538, -0.1604185, 1.575552, -0.2578593, -0.2311701, 1.787837, 0.003601037, -0.2301062, 1.587134, -0.1358288, 0.493742, 1.574678, -0.1601317, -0.1366647, 1.753753, -0.07636346, -0.1435913, 1.675482, -0.1406119, -0.4892514, 1.887041, -0.005508415, -0.5056555, 1.772154, -0.07782355, 0.3817358, 1.604968, -0.2117911, 0.2898923, 1.735963, 0.02867082, 0.2538065, 1.548425, -0.1202643, -0.1425078, 1.74369, -0.09905159, 0.1239351, 1.67972, -0.08315448, 0.318579, 1.62548, -0.2517633, -0.1606613, 1.75569, 0.0008990988, -0.1486986, 1.551761, -0.2890826, -0.1266586, 1.825266, 0.04752633, -0.1445598, 1.568177
635580175453632158, 0, -0.09126391, -0.8050558, 1.99857, 0.0299767, -0.8318863, 1.858758, -0.2492383, 0.07379584, 1.796748, 0.08243108, 0.0233071, 1.554746, -0.127781, -0.8747072, 1.997311, -0.01779504, -0.8672075, 1.788192, -0.2722119, -0.1686947, 1.793867, 0.03593154, -0.159925, 1.576546, -0.2591996, -0.2304576, 1.788613, 0.004803009, -0.229451, 1.590771, -0.1370874, 0.4937054, 1.575178, -0.1606854, -0.1364218, 1.753707, -0.07687753, -0.1434574, 1.675477, -0.1419139, -0.488896, 1.887304, -0.005735748, -0.505488, 1.77211, -0.07892448, 0.3818222, 1.605531, -0.2130986, 0.2900225, 1.736162, 0.02779472, 0.2539144, 1.54864, -0.1208114, -0.1423166, 1.743667, -0.09983991, 0.1240881, 1.679937, -0.08417264, 0.3186856, 1.625945, -0.2485538, -0.1589393, 1.754619, 0.0021751, -0.1384525, 1.551, -0.2803785, -0.1275692, 1.812113, 0.04663661, -0.1446144, 1.568524
635580175453872332, 0, -0.09126391, -0.8050558, 1.99857, 0.0299767, -0.8318863, 1.858758, -0.2492383, 0.07379584, 1.796748, 0.08243108, 0.0233071, 1.554746, -0.127781, -0.8747072, 1.997311, -0.01779504, -0.8672075, 1.788192, -0.2722119, -0.1686947, 1.793867, 0.03593154, -0.159925, 1.576546, -0.2591996, -0.2304576, 1.788613, 0.004803009, -0.229451, 1.590771, -0.1370874, 0.4937054, 1.575178, -0.1606854, -0.1364218, 1.753707, -0.07687753, -0.1434574, 1.675477, -0.1419139, -0.488896, 1.887304, -0.005735748, -0.505488, 1.77211, -0.07892448, 0.3818222, 1.605531, -0.2130986, 0.2900225, 1.736162, 0.02779472, 0.2539144, 1.54864, -0.1208114, -0.1423166, 1.743667, -0.09983991, 0.1240881, 1.679937, -0.08417264, 0.3186856, 1.625945, -0.2485538, -0.1589393, 1.754619, 0.0021751, -0.1384525, 1.551, -0.2803785, -0.1275692, 1.812113, 0.04663661, -0.1446144, 1.568524
635580175454042447, 0, -0.09103581, -0.8043199, 1.998707, 0.02948137, -0.8315038, 1.858801, -0.2497185, 0.07326925, 1.797055, 0.08147563, 0.0235018, 1.555411, -0.1277208, -0.8739396, 1.997277, -0.01828918, -0.866817, 1.788247, -0.2726575, -0.1685485, 1.794373, 0.03548561, -0.1594426, 1.578282, -0.258465, -0.2298215, 1.78367, 0.006049991, -0.2270297, 1.591806, -0.1386898, 0.4938753, 1.576009, -0.1617067, -0.1357948, 1.754031, -0.07792634, -0.1430097, 1.675909, -0.1431056, -0.4883543, 1.8875, -0.006634109, -0.5050232, 1.772551, -0.08045506, 0.3820978, 1.606477, -0.214398, 0.2921826, 1.737065, 0.0266856, 0.2540926, 1.549531, -0.121868, -0.1417682, 1.744048, -0.1011445, 0.1245174, 1.680588, -0.08565053, 0.3190023, 1.626815, -0.2472087, -0.1512418, 1.7545, -0.003341213, -0.156518, 1.555621, -0.2832117, -0.128591, 1.81547, 0.04592995, -0.1444958, 1.569014
635580175454292655, 0, -0.09103581, -0.8043199, 1.998707, 0.02948137, -0.8315038, 1.858801, -0.2497185, 0.07326925, 1.797055, 0.08147563, 0.0235018, 1.555411, -0.1277208, -0.8739396, 1.997277, -0.01828918, -0.866817, 1.788247, -0.2726575, -0.1685485, 1.794373, 0.03548561, -0.1594426, 1.578282, -0.258465, -0.2298215, 1.78367, 0.006049991, -0.2270297, 1.591806, -0.1386898, 0.4938753, 1.576009, -0.1617067, -0.1357948, 1.754031, -0.07792634, -0.1430097, 1.675909, -0.1431056, -0.4883543, 1.8875, -0.006634109, -0.5050232, 1.772551, -0.08045506, 0.3820978, 1.606477, -0.214398, 0.2921826, 1.737065, 0.0266856, 0.2540926, 1.549531, -0.121868, -0.1417682, 1.744048, -0.1011445, 0.1245174, 1.680588, -0.08565053, 0.3190023, 1.626815, -0.2472087, -0.1512418, 1.7545, -0.003341213, -0.156518, 1.555621, -0.2832117, -0.128591, 1.81547, 0.04592995, -0.1444958, 1.569014
635580175454412708, 0, -0.09104629, -0.8044146, 1.998807, 0.02966195, -0.8312054, 1.859352, -0.2499593, 0.07309814, 1.797072, 0.08072023, 0.02367049, 1.555701, -0.1265192, -0.8741958, 1.998601, -0.01809844, -0.8665249, 1.788795, -0.2731831, -0.1698239, 1.793791, 0.03524211, -0.1602844, 1.576508, -0.2610129, -0.2311132, 1.787424, 0.004800871, -0.2295067, 1.591135, -0.1397356, 0.4937436, 1.576252, -0.1624724, -0.135864, 1.754437, -0.07870089, -0.1429739, 1.676046, -0.1436201, -0.4883931, 1.887946, -0.006875232, -0.5049252, 1.772594, -0.08138906, 0.382055, 1.606768, -0.2154489, 0.2922585, 1.737524, 0.02584302, 0.2542456, 1.54986, -0.1226457, -0.1417821, 1.744314, -0.1020309, 0.1244863, 1.680883, -0.08657835, 0.3189616, 1.627111, -0.2498048, -0.1581695, 1.755386, -0.006074719, -0.1622373, 1.554636, -0.2844221, -0.1293492, 1.816588, 0.0452929, -0.1443975, 1.56898
635580175454602851, 0, -0.09104629, -0.8044146, 1.998807, 0.02966195, -0.8312054, 1.859352, -0.2499593, 0.07309814, 1.797072, 0.08072023, 0.02367049, 1.555701, -0.1265192, -0.8741958, 1.998601, -0.01809844, -0.8665249, 1.788795, -0.2731831, -0.1698239, 1.793791, 0.03524211, -0.1602844, 1.576508, -0.2610129, -0.2311132, 1.787424, 0.004800871, -0.2295067, 1.591135, -0.1397356, 0.4937436, 1.576252, -0.1624724, -0.135864, 1.754437, -0.07870089, -0.1429739, 1.676046, -0.1436201, -0.4883931, 1.887946, -0.006875232, -0.5049252, 1.772594, -0.08138906, 0.382055, 1.606768, -0.2154489, 0.2922585, 1.737524, 0.02584302, 0.2542456, 1.54986, -0.1226457, -0.1417821, 1.744314, -0.1020309, 0.1244863, 1.680883, -0.08657835, 0.3189616, 1.627111, -0.2498048, -0.1581695, 1.755386, -0.006074719, -0.1622373, 1.554636, -0.2844221, -0.1293492, 1.816588, 0.0452929, -0.1443975, 1.56898
635580175454782972, 0, -0.09257363, -0.8044792, 1.999151, 0.02799327, -0.8313969, 1.858727, -0.2503876, 0.07251914, 1.797096, 0.0801145, 0.02385488, 1.556234, -0.1261841, -0.8753413, 1.998059, -0.01967777, -0.8667179, 1.788132, -0.2740062, -0.1688007, 1.794202, 0.03432726, -0.1605486, 1.578673, -0.2602726, -0.2299091, 1.785602, 0.003945693, -0.226369, 1.590859, -0.1411157, 0.4939028, 1.576977, -0.1628863, -0.1358606, 1.754436, -0.07915566, -0.1427739, 1.676269, -0.1438255, -0.4883893, 1.88793, -0.0070218, -0.5047745, 1.772547, -0.08213691, 0.3822801, 1.607129, -0.2164205, 0.2923191, 1.737749, 0.02489503, 0.2543544, 1.550469, -0.1230743, -0.1416882, 1.744416, -0.1026255, 0.1246406, 1.681109, -0.08728991, 0.319168, 1.627437, -0.2499501, -0.158489, 1.755167, -0.006389044, -0.1628928, 1.555714, -0.2851467, -0.1292661, 1.817258, 0.04482867, -0.1442554, 1.569417
635580175454933091, 0, -0.09257363, -0.8044792, 1.999151, 0.02799327, -0.8313969, 1.858727, -0.2503876, 0.07251914, 1.797096, 0.0801145, 0.02385488, 1.556234, -0.1261841, -0.8753413, 1.998059, -0.01967777, -0.8667179, 1.788132, -0.2740062, -0.1688007, 1.794202, 0.03432726, -0.1605486, 1.578673, -0.2602726, -0.2299091, 1.785602, 0.003945693, -0.226369, 1.590859, -0.1411157, 0.4939028, 1.576977, -0.1628863, -0.1358606, 1.754436, -0.07915566, -0.1427739, 1.676269, -0.1438255, -0.4883893, 1.88793, -0.0070218, -0.5047745, 1.772547, -0.08213691, 0.3822801, 1.607129, -0.2164205, 0.2923191, 1.737749, 0.02489503, 0.2543544, 1.550469, -0.1230743, -0.1416882, 1.744416, -0.1026255, 0.1246406, 1.681109, -0.08728991, 0.319168, 1.627437, -0.2499501, -0.158489, 1.755167, -0.006389044, -0.1628928, 1.555714, -0.2851467, -0.1292661, 1.817258, 0.04482867, -0.1442554, 1.569417
635580175455123217, 0, -0.09285207, -0.8043355, 1.999313, 0.02793296, -0.8314115, 1.858638, -0.2510594, 0.07042776, 1.797134, 0.07944234, 0.02392478, 1.556474, -0.1256598, -0.8756924, 1.997666, -0.01969919, -0.8667378, 1.788029, -0.2718143, -0.1768059, 1.791702, 0.0340706, -0.1606119, 1.57734, -0.2549562, -0.2396495, 1.779053, 0.002445474, -0.2298786, 1.590953, -0.1419746, 0.4940048, 1.57713, -0.1633475, -0.135781, 1.75449, -0.07948042, -0.142788, 1.676257, -0.1442454, -0.4883038, 1.887997, -0.007623814, -0.5047346, 1.772824, -0.08302343, 0.3823817, 1.607322, -0.2183318, 0.2906008, 1.738759, 0.02401438, 0.2543715, 1.550671, -0.1234747, -0.1416576, 1.744436, -0.1032638, 0.1247029, 1.68121, -0.08811467, 0.319259, 1.627607, -0.2486695, -0.1579325, 1.754574, -0.0006649196, -0.1437249, 1.55312, -0.2803815, -0.1366993, 1.809878, 0.04431398, -0.1442152, 1.569672
635580175455323355, 0, -0.09285207, -0.8043355, 1.999313, 0.02793296, -0.8314115, 1.858638, -0.2510594, 0.07042776, 1.797134, 0.07944234, 0.02392478, 1.556474, -0.1256598, -0.8756924, 1.997666, -0.01969919, -0.8667378, 1.788029, -0.2718143, -0.1768059, 1.791702, 0.0340706, -0.1606119, 1.57734, -0.2549562, -0.2396495, 1.779053, 0.002445474, -0.2298786, 1.590953, -0.1419746, 0.4940048, 1.57713, -0.1633475, -0.135781, 1.75449, -0.07948042, -0.142788, 1.676257, -0.1442454, -0.4883038, 1.887997, -0.007623814, -0.5047346, 1.772824, -0.08302343, 0.3823817, 1.607322, -0.2183318, 0.2906008, 1.738759, 0.02401438, 0.2543715, 1.550671, -0.1234747, -0.1416576, 1.744436, -0.1032638, 0.1247029, 1.68121, -0.08811467, 0.319259, 1.627607, -0.2486695, -0.1579325, 1.754574, -0.0006649196, -0.1437249, 1.55312, -0.2803815, -0.1366993, 1.809878, 0.04431398, -0.1442152, 1.569672
635580175455503486, 0, -0.09348686, -0.8041489, 1.999185, 0.02844142, -0.8308663, 1.85958, -0.2511625, 0.07034101, 1.797141, 0.07911982, 0.02406965, 1.556555, -0.1258354, -0.875894, 1.996813, -0.01920244, -0.8661962, 1.788983, -0.2716858, -0.1766031, 1.790452, 0.03410005, -0.1607509, 1.578176, -0.2554451, -0.2401, 1.782387, 0.002816558, -0.2304836, 1.594266, -0.1427654, 0.4941385, 1.577201, -0.1640165, -0.1354669, 1.754658, -0.080056, -0.1426137, 1.676382, -0.1449094, -0.4880227, 1.888114, -0.00794667, -0.5045664, 1.772821, -0.08376874, 0.382588, 1.607477, -0.2189528, 0.2910959, 1.739059, 0.02337785, 0.2544571, 1.550939, -0.1241147, -0.1414086, 1.744585, -0.1039781, 0.1249349, 1.681373, -0.08885607, 0.3194721, 1.627766, -0.2472279, -0.1602098, 1.754158, -0.0005148426, -0.1386081, 1.552875, -0.2801119, -0.1368107, 1.807005, 0.04381986, -0.1440232, 1.569839
635580175455583543, 0, -0.09348686, -0.8041489, 1.999185, 0.02844142, -0.8308663, 1.85958, -0.2511625, 0.07034101, 1.797141, 0.07911982, 0.02406965, 1.556555, -0.1258354, -0.875894, 1.996813, -0.01920244, -0.8661962, 1.788983, -0.2716858, -0.1766031, 1.790452, 0.03410005, -0.1607509, 1.578176, -0.2554451, -0.2401, 1.782387, 0.002816558, -0.2304836, 1.594266, -0.1427654, 0.4941385, 1.577201, -0.1640165, -0.1354669, 1.754658, -0.080056, -0.1426137, 1.676382, -0.1449094, -0.4880227, 1.888114, -0.00794667, -0.5045664, 1.772821, -0.08376874, 0.382588, 1.607477, -0.2189528, 0.2910959, 1.739059, 0.02337785, 0.2544571, 1.550939, -0.1241147, -0.1414086, 1.744585, -0.1039781, 0.1249349, 1.681373, -0.08885607, 0.3194721, 1.627766, -0.2472279, -0.1602098, 1.754158, -0.0005148426, -0.1386081, 1.552875, -0.2801119, -0.1368107, 1.807005, 0.04381986, -0.1440232, 1.569839
635580175455903766, 0, -0.09295024, -0.8038784, 1.998937, 0.02839974, -0.8308208, 1.859142, -0.251274, 0.07029141, 1.797098, 0.07861196, 0.02419677, 1.556783, -0.1237561, -0.8756371, 1.998553, -0.01922905, -0.8661532, 1.788535, -0.2712953, -0.1794257, 1.790552, 0.03336452, -0.1616294, 1.579179, -0.2532307, -0.2434544, 1.776639, 0.002144448, -0.2310901, 1.592665, -0.1432455, 0.4942502, 1.577363, -0.1643347, -0.1352253, 1.754689, -0.08038653, -0.1424359, 1.676417, -0.145344, -0.4878041, 1.888121, -0.008030616, -0.5045316, 1.772364, -0.08459812, 0.3826813, 1.607889, -0.2194598, 0.2919983, 1.739068, 0.02263022, 0.2545399, 1.551326, -0.1244493, -0.141193, 1.744621, -0.1045291, 0.1251057, 1.681567, -0.08961168, 0.3195885, 1.628117, -0.2478558, -0.1601242, 1.754037, -8.799881E-05, -0.1375353, 1.553537, -0.2795525, -0.1399729, 1.805357, 0.04356766, -0.1439238, 1.570242
635580175455963808, 0, -0.09295024, -0.8038784, 1.998937, 0.02839974, -0.8308208, 1.859142, -0.251274, 0.07029141, 1.797098, 0.07861196, 0.02419677, 1.556783, -0.1237561, -0.8756371, 1.998553, -0.01922905, -0.8661532, 1.788535, -0.2712953, -0.1794257, 1.790552, 0.03336452, -0.1616294, 1.579179, -0.2532307, -0.2434544, 1.776639, 0.002144448, -0.2310901, 1.592665, -0.1432455, 0.4942502, 1.577363, -0.1643347, -0.1352253, 1.754689, -0.08038653, -0.1424359, 1.676417, -0.145344, -0.4878041, 1.888121, -0.008030616, -0.5045316, 1.772364, -0.08459812, 0.3826813, 1.607889, -0.2194598, 0.2919983, 1.739068, 0.02263022, 0.2545399, 1.551326, -0.1244493, -0.141193, 1.744621, -0.1045291, 0.1251057, 1.681567, -0.08961168, 0.3195885, 1.628117, -0.2478558, -0.1601242, 1.754037, -8.799881E-05, -0.1375353, 1.553537, -0.2795525, -0.1399729, 1.805357, 0.04356766, -0.1439238, 1.570242
635580175456223993, 0, -0.09295024, -0.8038784, 1.998937, 0.02839974, -0.8308208, 1.859142, -0.251274, 0.07029141, 1.797098, 0.07861196, 0.02419677, 1.556783, -0.1237561, -0.8756371, 1.998553, -0.01922905, -0.8661532, 1.788535, -0.2712953, -0.1794257, 1.790552, 0.03336452, -0.1616294, 1.579179, -0.2532307, -0.2434544, 1.776639, 0.002144448, -0.2310901, 1.592665, -0.1432455, 0.4942502, 1.577363, -0.1643347, -0.1352253, 1.754689, -0.08038653, -0.1424359, 1.676417, -0.145344, -0.4878041, 1.888121, -0.008030616, -0.5045316, 1.772364, -0.08459812, 0.3826813, 1.607889, -0.2194598, 0.2919983, 1.739068, 0.02263022, 0.2545399, 1.551326, -0.1244493, -0.141193, 1.744621, -0.1045291, 0.1251057, 1.681567, -0.08961168, 0.3195885, 1.628117, -0.2478558, -0.1601242, 1.754037, -8.799881E-05, -0.1375353, 1.553537, -0.2795525, -0.1399729, 1.805357, 0.04356766, -0.1439238, 1.570242
